"age","voted","message","hhsize","gender"
43,"no","control",1,"male"
55,"yes","control",1,"male"
42,"yes","control",2,"female"
47,"yes","control",2,"male"
38,"yes","control",2,"male"
35,"yes","control",2,"female"
47,"yes","control",1,"male"
25,"yes","control",1,"male"
68,"yes","treatment",2,"female"
71,"yes","treatment",2,"male"
42,"no","control",2,"female"
42,"no","control",2,"male"
50,"no","control",3,"female"
47,"no","control",3,"male"
23,"no","control",3,"female"
58,"yes","control",1,"female"
46,"no","treatment",1,"male"
28,"no","control",3,"female"
58,"yes","control",3,"male"
57,"yes","control",3,"female"
58,"yes","control",2,"male"
55,"no","control",2,"female"
49,"no","control",2,"male"
21,"no","control",2,"female"
50,"no","control",2,"male"
49,"yes","control",2,"female"
49,"no","control",2,"male"
48,"no","control",2,"female"
57,"no","control",2,"female"
60,"no","control",2,"male"
47,"yes","control",1,"male"
56,"no","treatment",2,"female"
56,"no","treatment",2,"male"
55,"no","treatment",5,"male"
21,"no","treatment",5,"male"
23,"no","treatment",5,"female"
55,"no","treatment",5,"female"
32,"no","treatment",5,"male"
44,"yes","control",1,"female"
45,"yes","control",2,"male"
48,"yes","control",2,"female"
56,"no","control",3,"male"
21,"no","control",3,"male"
54,"no","control",3,"female"
28,"no","control",1,"male"
38,"no","control",2,"female"
42,"no","control",2,"male"
22,"no","control",3,"male"
52,"no","control",3,"female"
52,"no","control",3,"male"
67,"yes","control",3,"female"
67,"no","control",3,"male"
36,"yes","control",3,"female"
43,"yes","treatment",1,"male"
44,"no","control",2,"male"
41,"no","control",2,"female"
45,"no","control",1,"female"
63,"no","control",1,"female"
48,"yes","control",1,"female"
62,"yes","treatment",2,"female"
56,"yes","treatment",2,"male"
21,"yes","control",3,"female"
49,"yes","control",3,"male"
46,"no","control",3,"female"
69,"no","control",1,"female"
64,"yes","control",2,"female"
67,"yes","control",2,"male"
46,"no","treatment",1,"male"
24,"yes","control",4,"male"
49,"no","control",4,"male"
50,"yes","control",4,"female"
22,"yes","control",4,"male"
53,"no","control",1,"male"
30,"no","control",2,"female"
54,"no","control",2,"male"
49,"no","control",2,"female"
51,"no","control",2,"male"
23,"no","control",4,"female"
49,"no","control",4,"female"
25,"no","control",4,"male"
53,"no","control",4,"male"
57,"no","control",1,"female"
47,"no","control",1,"male"
62,"no","control",1,"female"
35,"no","treatment",2,"female"
37,"no","treatment",2,"male"
52,"no","control",2,"female"
53,"no","control",2,"male"
44,"no","control",2,"female"
56,"no","control",2,"male"
53,"no","control",2,"female"
54,"no","control",2,"male"
42,"no","control",2,"male"
40,"no","control",2,"female"
48,"no","control",2,"female"
47,"no","control",2,"male"
44,"no","treatment",1,"male"
55,"no","control",2,"male"
54,"no","control",2,"female"
54,"no","control",1,"male"
54,"no","control",2,"female"
55,"no","control",2,"male"
40,"no","control",1,"female"
69,"no","treatment",1,"male"
36,"yes","control",2,"male"
33,"no","control",2,"female"
56,"no","control",2,"female"
57,"yes","control",2,"male"
57,"yes","control",2,"female"
53,"yes","control",2,"male"
47,"no","control",1,"female"
51,"yes","control",2,"female"
52,"yes","control",2,"male"
31,"no","treatment",2,"male"
31,"no","treatment",2,"female"
56,"no","control",1,"female"
59,"yes","treatment",1,"male"
47,"no","control",3,"female"
21,"no","control",3,"male"
52,"no","control",3,"male"
67,"yes","control",3,"female"
68,"yes","control",3,"male"
48,"yes","control",3,"female"
24,"no","control",3,"female"
46,"no","control",3,"male"
46,"no","control",3,"female"
53,"no","control",2,"male"
52,"no","control",2,"female"
28,"no","control",3,"female"
65,"yes","control",3,"male"
63,"yes","control",3,"female"
78,"no","control",2,"male"
67,"no","control",2,"female"
48,"yes","control",2,"male"
52,"no","control",2,"female"
57,"no","control",3,"female"
31,"no","control",3,"male"
58,"no","control",3,"male"
43,"no","control",2,"male"
42,"no","control",2,"female"
47,"no","control",3,"male"
47,"no","control",3,"female"
20,"no","control",3,"female"
56,"yes","treatment",1,"female"
49,"no","treatment",3,"male"
24,"no","treatment",3,"female"
49,"no","treatment",3,"female"
56,"no","control",4,"male"
26,"no","control",4,"male"
24,"no","control",4,"male"
50,"no","control",4,"female"
45,"yes","control",1,"male"
45,"yes","control",2,"male"
43,"yes","control",2,"female"
41,"no","control",2,"male"
45,"no","control",2,"female"
48,"no","control",2,"female"
48,"yes","control",2,"male"
58,"no","control",2,"male"
45,"no","control",2,"female"
58,"no","control",2,"female"
59,"no","control",2,"male"
53,"yes","control",3,"female"
56,"yes","control",3,"male"
26,"no","control",3,"female"
46,"no","control",2,"male"
43,"no","control",2,"female"
55,"yes","control",5,"male"
22,"no","control",5,"female"
26,"no","control",5,"male"
23,"no","control",5,"female"
52,"yes","control",5,"female"
35,"no","control",2,"female"
35,"no","control",2,"male"
27,"yes","control",3,"male"
57,"no","control",3,"male"
56,"yes","control",3,"female"
38,"no","control",2,"female"
40,"no","control",2,"male"
53,"no","treatment",2,"female"
55,"no","treatment",2,"male"
61,"yes","treatment",1,"male"
54,"no","control",1,"male"
53,"no","control",2,"female"
53,"no","control",2,"male"
39,"yes","control",2,"female"
38,"yes","control",2,"male"
77,"yes","control",1,"female"
23,"no","control",3,"male"
54,"no","control",3,"male"
49,"no","control",3,"female"
54,"yes","control",1,"male"
43,"no","control",2,"male"
43,"no","control",2,"female"
61,"no","control",2,"male"
60,"no","control",2,"female"
65,"no","treatment",2,"female"
64,"yes","treatment",2,"male"
59,"no","control",2,"female"
57,"no","control",2,"male"
47,"no","control",2,"female"
52,"no","control",2,"male"
55,"no","control",2,"female"
56,"no","control",2,"male"
63,"yes","control",1,"male"
51,"no","treatment",2,"female"
41,"no","treatment",2,"male"
59,"no","control",2,"female"
48,"no","control",2,"male"
55,"no","control",2,"female"
56,"no","control",2,"male"
42,"no","control",2,"female"
46,"no","control",2,"male"
57,"no","control",3,"male"
30,"no","control",3,"male"
54,"no","control",3,"female"
42,"no","control",2,"female"
41,"no","control",2,"male"
39,"no","control",2,"female"
39,"no","control",2,"male"
36,"no","control",2,"female"
40,"no","control",2,"male"
38,"no","control",2,"male"
39,"yes","control",2,"female"
62,"no","control",1,"male"
60,"no","treatment",2,"male"
56,"no","treatment",2,"female"
49,"no","control",2,"female"
49,"no","control",2,"male"
32,"yes","control",1,"female"
54,"no","treatment",3,"male"
22,"no","treatment",3,"female"
52,"no","treatment",3,"female"
46,"no","control",2,"female"
47,"no","control",2,"male"
45,"no","treatment",2,"female"
47,"no","treatment",2,"male"
48,"yes","control",3,"female"
52,"yes","control",3,"male"
21,"no","control",3,"female"
39,"no","control",1,"male"
35,"yes","treatment",2,"female"
35,"yes","treatment",2,"male"
44,"no","control",2,"male"
42,"no","control",2,"female"
44,"no","control",2,"female"
44,"no","control",2,"male"
41,"no","control",1,"female"
54,"no","control",3,"female"
56,"no","control",3,"male"
21,"no","control",3,"male"
74,"no","control",2,"female"
75,"no","control",2,"male"
46,"no","control",3,"male"
21,"no","control",3,"female"
45,"no","control",3,"female"
43,"yes","control",1,"male"
40,"yes","control",2,"female"
40,"yes","control",2,"male"
42,"no","control",2,"female"
44,"no","control",2,"male"
22,"no","control",4,"male"
25,"no","control",4,"female"
53,"no","control",4,"female"
53,"no","control",4,"male"
51,"no","control",2,"male"
51,"no","control",2,"female"
58,"no","control",2,"male"
55,"no","control",2,"female"
60,"yes","treatment",2,"female"
61,"yes","treatment",2,"male"
72,"no","control",2,"female"
75,"no","control",2,"male"
54,"yes","control",2,"female"
53,"yes","control",2,"male"
63,"no","control",2,"male"
61,"no","control",2,"female"
38,"no","control",2,"female"
38,"no","control",2,"male"
35,"no","control",1,"female"
30,"no","treatment",1,"male"
65,"no","control",2,"female"
55,"no","control",2,"male"
49,"no","control",2,"male"
45,"no","control",2,"female"
42,"no","control",2,"male"
39,"no","control",2,"female"
49,"no","control",2,"female"
50,"no","control",2,"male"
42,"yes","control",2,"female"
42,"no","control",2,"male"
35,"no","treatment",2,"male"
31,"no","treatment",2,"female"
36,"yes","control",2,"female"
36,"no","control",2,"male"
50,"no","control",2,"male"
53,"no","control",2,"female"
37,"yes","treatment",2,"female"
40,"yes","treatment",2,"male"
59,"yes","control",2,"male"
58,"yes","control",2,"female"
70,"yes","control",1,"male"
20,"no","control",3,"male"
52,"no","control",3,"female"
52,"no","control",3,"male"
43,"no","control",2,"female"
49,"no","control",2,"male"
45,"yes","treatment",3,"male"
20,"no","treatment",3,"female"
45,"no","treatment",3,"female"
36,"no","control",1,"female"
60,"no","control",2,"female"
62,"no","control",2,"male"
54,"no","control",2,"female"
57,"no","control",2,"male"
35,"no","control",2,"male"
35,"no","control",2,"female"
45,"no","control",2,"male"
45,"no","control",2,"female"
54,"no","control",3,"female"
26,"no","control",3,"male"
55,"yes","control",3,"male"
31,"yes","treatment",2,"female"
40,"yes","treatment",2,"male"
50,"no","control",2,"male"
51,"yes","control",2,"female"
55,"yes","control",2,"male"
55,"no","control",2,"female"
37,"no","control",2,"male"
38,"no","control",2,"female"
34,"yes","control",2,"female"
41,"no","control",2,"male"
24,"no","treatment",3,"male"
54,"no","treatment",3,"female"
58,"no","treatment",3,"male"
52,"no","control",1,"male"
47,"yes","control",2,"female"
44,"no","control",2,"male"
23,"no","treatment",2,"male"
54,"no","treatment",2,"female"
34,"yes","control",1,"female"
53,"no","control",2,"female"
55,"yes","control",2,"male"
64,"yes","control",1,"male"
44,"no","control",1,"female"
28,"no","control",1,"female"
20,"no","control",3,"female"
46,"no","control",3,"male"
48,"yes","control",3,"female"
44,"no","control",2,"male"
51,"no","control",2,"female"
44,"no","control",1,"male"
28,"yes","control",2,"female"
30,"yes","control",2,"male"
56,"yes","control",1,"female"
67,"yes","control",2,"female"
73,"yes","control",2,"male"
59,"no","control",2,"male"
52,"no","control",2,"female"
71,"no","control",1,"female"
45,"no","treatment",4,"male"
22,"no","treatment",4,"male"
45,"no","treatment",4,"female"
24,"no","treatment",4,"female"
58,"no","control",2,"female"
56,"no","control",2,"male"
56,"no","control",1,"male"
22,"no","treatment",3,"female"
51,"no","treatment",3,"female"
52,"no","treatment",3,"male"
50,"yes","control",1,"female"
64,"yes","control",2,"male"
60,"no","control",2,"female"
48,"no","control",2,"male"
45,"no","control",2,"female"
51,"no","control",3,"female"
22,"no","control",3,"female"
52,"no","control",3,"male"
50,"no","control",3,"female"
51,"no","control",3,"male"
27,"no","control",3,"male"
51,"yes","control",4,"male"
42,"no","control",4,"female"
25,"no","control",4,"female"
22,"no","control",4,"female"
53,"no","control",2,"male"
49,"no","control",2,"female"
49,"yes","control",1,"male"
43,"no","control",1,"female"
62,"no","control",2,"male"
52,"no","control",2,"female"
47,"no","control",2,"female"
42,"no","control",2,"male"
29,"no","control",2,"female"
29,"no","control",2,"male"
34,"no","treatment",2,"male"
32,"no","treatment",2,"female"
45,"no","treatment",1,"male"
44,"yes","control",2,"male"
42,"yes","control",2,"female"
54,"no","control",1,"male"
62,"no","treatment",2,"male"
60,"no","treatment",2,"female"
30,"no","control",2,"female"
63,"no","control",2,"female"
53,"no","treatment",2,"male"
21,"no","treatment",2,"female"
56,"yes","control",3,"female"
21,"yes","control",3,"female"
59,"no","control",3,"male"
59,"no","control",2,"female"
62,"no","control",2,"male"
36,"no","control",2,"female"
36,"no","control",2,"male"
54,"no","control",2,"female"
54,"yes","control",2,"male"
21,"no","control",1,"female"
22,"no","control",3,"male"
52,"yes","control",3,"female"
54,"yes","control",3,"male"
56,"yes","control",1,"female"
32,"no","control",1,"female"
42,"no","control",2,"female"
44,"no","control",2,"male"
45,"no","control",2,"female"
51,"no","control",2,"male"
38,"no","control",2,"female"
42,"no","control",2,"male"
42,"no","treatment",2,"male"
38,"no","treatment",2,"female"
65,"no","control",1,"female"
63,"no","control",2,"female"
65,"yes","control",2,"male"
60,"yes","treatment",3,"female"
36,"no","treatment",3,"female"
63,"no","treatment",3,"male"
40,"yes","control",2,"female"
43,"no","control",2,"male"
47,"no","control",2,"male"
39,"no","control",2,"female"
79,"yes","control",1,"female"
42,"yes","control",2,"male"
40,"yes","control",2,"female"
61,"no","control",1,"female"
44,"no","control",2,"female"
47,"no","control",2,"male"
42,"no","control",2,"female"
45,"no","control",2,"male"
45,"yes","control",3,"male"
21,"no","control",3,"male"
40,"yes","control",3,"female"
44,"yes","control",1,"male"
50,"no","control",1,"female"
64,"yes","control",1,"female"
50,"no","control",2,"female"
48,"no","control",2,"male"
59,"no","treatment",4,"male"
24,"no","treatment",4,"female"
21,"no","treatment",4,"female"
55,"no","treatment",4,"female"
35,"yes","treatment",3,"male"
58,"yes","treatment",3,"female"
60,"yes","treatment",3,"male"
34,"no","control",2,"female"
33,"no","control",2,"male"
41,"yes","control",2,"male"
40,"yes","control",2,"female"
45,"yes","control",2,"male"
44,"yes","control",2,"female"
45,"yes","control",2,"male"
38,"yes","control",2,"female"
20,"no","control",4,"male"
23,"no","control",4,"female"
48,"no","control",4,"female"
49,"no","control",4,"male"
50,"yes","control",2,"female"
51,"yes","control",2,"male"
23,"no","control",3,"male"
48,"no","control",3,"female"
48,"no","control",3,"male"
60,"yes","treatment",2,"male"
52,"no","treatment",2,"female"
53,"yes","control",3,"male"
50,"yes","control",3,"female"
27,"yes","control",3,"male"
34,"no","control",2,"female"
33,"yes","control",2,"male"
22,"no","treatment",5,"male"
52,"no","treatment",5,"male"
51,"no","treatment",5,"female"
25,"no","treatment",5,"male"
21,"no","treatment",5,"male"
47,"no","control",2,"female"
54,"no","control",2,"male"
54,"no","control",2,"male"
24,"yes","control",2,"female"
53,"no","control",2,"female"
55,"no","control",2,"male"
38,"yes","treatment",1,"male"
56,"yes","control",3,"female"
57,"yes","control",3,"male"
23,"no","control",3,"male"
44,"no","control",1,"female"
40,"no","control",2,"female"
41,"no","control",2,"male"
45,"yes","control",2,"female"
49,"yes","control",2,"male"
38,"no","control",2,"male"
39,"no","control",2,"female"
44,"yes","control",2,"female"
54,"yes","control",2,"male"
40,"yes","control",2,"female"
36,"no","control",2,"male"
60,"yes","control",2,"female"
57,"yes","control",2,"male"
39,"no","control",2,"female"
45,"no","control",2,"male"
59,"no","treatment",2,"male"
54,"no","treatment",2,"female"
61,"no","control",1,"male"
56,"no","control",2,"male"
55,"no","control",2,"female"
53,"no","control",1,"male"
47,"yes","control",2,"male"
46,"yes","control",2,"female"
59,"no","treatment",2,"male"
57,"no","treatment",2,"female"
49,"no","control",2,"male"
35,"no","control",2,"female"
55,"yes","control",1,"male"
64,"yes","control",3,"female"
36,"no","control",3,"male"
65,"yes","control",3,"male"
88,"no","control",2,"male"
79,"no","control",2,"female"
78,"no","control",1,"male"
42,"no","treatment",2,"female"
42,"no","treatment",2,"male"
56,"yes","control",2,"female"
52,"yes","control",2,"male"
50,"no","control",2,"male"
49,"yes","control",2,"female"
35,"no","treatment",2,"female"
35,"yes","treatment",2,"male"
